id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id,payment_method,registered_date,sku_name,cogs,category
ODR3638709970j,C368601L,2022-06-16,P470836,463710,1,463710,0,463710,1,0,0,7,Easy Pay,2022-05-04,Mausummery 0001555 SUT AQU,361688,Women Fashion
ODR1251050980v,C483318L,2022-01-22,P293781,57942,8,463536,0,463536,1,1,1,1,COD,2022-01-06,Rubian 20 S,52954,Men Fashion
ODR9818081393b,C714124L,2022-02-24,P778849,57942,8,463536,0,463536,1,0,0,1,COD,2022-02-26,KKZP TSRKK70206 XS,35322,Men Fashion
ODR9580199625r,C579669L,2022-04-26,P627630,115884,4,463536,0,463536,1,0,0,1,COD,2022-02-23,sehgalmotors 67036,104284,Superstore
ODR3665211523c,C907593L,2021-12-07,P690503,463420,1,463420,0,463420,1,1,1,1,COD,2021-07-06,Lacie 9000146,342896,Others
ODR9283133117m,C772704L,2021-02-08,P863492,23142,20,462840,0,462840,1,1,0,1,COD,2021-07-18,TTmachine pakistan05 M,17574,Men Fashion
ODR3372581003i,C363500L,2021-03-07,P469966,230550,2,461100,0,461100,1,0,0,9,My Gateway,2021-07-25,AKL A131130507 SS 161 Blue,191342,Women Fashion
ODR5030666367d,C514643L,2021-03-07,P563405,459940,1,459940,0,459940,1,1,0,1,COD,2021-07-25,edifier XM6 PF,344926,Computing
ODR6709566899l,C788509L,2021-10-30,P646568,458896,1,458896,0,458896,1,1,0,1,COD,2021-07-20,phub Armani 100ml  EDT ,380828,Beauty & Grooming
ODR6909578255i,C643275L,2021-02-12,P858554,458200,1,458200,0,458200,1,0,0,4,Pay axis,2021-09-28,MORG GCS 04,317492,Health & Sports
ODR2513290260c,C992621L,2022-08-01,P194372,458200,1,458200,0,458200,1,0,0,4,Pay axis,2021-11-17,hijabh JILBAB C 756 (1) 56x,339068,Women Fashion
ODR4253935678s,C992621L,2022-10-01,P194372,458200,1,458200,0,458200,1,0,0,4,Pay axis,2021-11-17,hijabh JILBAB C 756 (1) 56x,339068,Women Fashion
ODR8347037480f,C143684L,2021-10-13,P521903,458142,1,458142,0,458142,1,1,0,1,COD,2021-07-05,AM Dark Turquoise Suit APS 5110 Small,357338,Men Fashion
ODR3798907393f,C602850L,2022-10-04,P688198,456750,1,456750,0,456750,1,1,0,1,COD,2021-07-03,shahi BallayÃ‚Â BallayÃ‚Â Munchy MixÃ‚Â 12 75 box,388194,Soghaat
ODR4525518987x,C772184L,2021-11-09,P885003,455300,1,455300,0,455300,1,0,0,9,My Gateway,2021-09-22,audionic 6954217856834,409770,Entertainment
ODR4481692296s,C913594L,2021-11-27,P884353,454140,1,454140,0,454140,1,1,1,1,COD,2021-11-27,HOS m HRMTDHM75,290638,Beauty & Grooming
ODR7342883104r,C788509L,2021-07-28,P272485,452400,1,452400,0,452400,1,1,0,1,COD,2021-07-20,phub One Million  by Paco Rabanne 100ml  EDT ,339300,Beauty & Grooming
ODR6174179442d,C446527L,2022-05-17,P322129,452400,1,452400,0,452400,1,0,0,4,Pay axis,2022-05-11,fitn 800450,321204,Health & Sports
ODR5968986681n,C848357L,2021-07-23,P504409,226200,2,452400,0,452400,1,1,0,1,COD,2021-07-02,casio MTP 1381D 7AVDF,135720,Men Fashion
ODR9879018804i,C833467L,2021-06-08,P995838,150800,3,452400,0,452400,1,0,0,1,COD,2021-08-22,Teenz R 0124,105560,Women Fashion
ODR6112574227g,C213587L,2022-11-07,P731800,452342,1,452342,0,452342,1,1,0,1,COD,2022-05-28,Timex TW2P61400,287564,Men Fashion
ODR2563813901q,C283866L,2021-10-14,P212275,150742,3,452226,0,452226,1,0,0,4,Pay axis,2021-07-18,Aladdin Vision 10000   Tape Bat   Beige,125048,Health & Sports
ODR8371307556a,C247805L,2021-05-09,P173440,449500,1,449500,0,449500,1,1,1,1,COD,2021-09-12,JBS hcd HON 020,328106,Home & Living
ODR3071613229j,C379337L,2021-10-25,P669129,448920,1,448920,0,448920,1,1,0,1,COD,2021-10-28,phub Legend Spirit by Mont Blanc 100ml  EDT,354612,Beauty & Grooming
ODR8835182399j,C360482L,2021-12-13,P512258,74530,6,447180,0,447180,1,1,1,4,Pay axis,2021-12-12,alrafa Ajwa Dates 400g,49184,Soghaat
ODR5497578001b,C281598L,2021-12-17,P102648,446600,1,446600,0,446600,1,1,0,5,Jazz Wallet,2021-08-18,LC 3349668532902,330484,Beauty & Grooming
ODR9542313479l,C607344L,2022-01-04,P341170,446600,1,446600,0,446600,1,1,1,1,COD,2022-04-08,seagate STEA1500400 1.5TB,345680,Computing
ODR3675282310s,C794985L,2022-11-04,P341170,446600,1,446600,0,446600,1,0,0,6,Easy Pay Voucher,2021-11-15,seagate STEA1500400 1.5TB,345680,Computing
ODR6460912975o,C402823L,2022-12-06,P341170,446600,1,446600,0,446600,1,0,0,7,Easy Pay,2022-06-15,seagate STEA1500400 1.5TB,345680,Computing
ODR1325822871m,C574874L,2022-03-23,P905261,63742,7,446194,0,446194,1,0,0,7,Easy Pay,2022-03-07,streets SS 63 L,41412,Men Fashion
ODR2424369898l,C348605L,2021-12-13,P763231,443700,1,443700,0,443700,1,1,0,1,COD,2021-12-05,HOS ESW90,409190,Beauty & Grooming
ODR6009958525s,C113520L,2021-08-12,P402840,443120,1,443120,0,443120,1,0,0,4,Pay axis,2021-12-11,Timex TW2P61600,394342,Men Fashion
ODR2158224396h,C861081L,2021-08-22,P955377,440800,1,440800,0,440800,1,1,1,1,COD,2021-08-03,MHS Metallic Cuff White Bed Sheet   [Size] Double,264480,Home & Living
ODR2410475068u,C409316L,2021-07-23,P418929,440800,1,440800,0,440800,1,1,1,1,COD,2021-07-21,madela HARMONY BREASTPUMP,290928,Kids & Baby
ODR1871579656w,C596112L,2022-07-24,P418929,440800,1,440800,0,440800,1,1,1,1,COD,2022-07-02,madela HARMONY BREASTPUMP,290928,Kids & Baby
ODR7929893983r,C861081L,2021-08-29,P198352,220400,2,440800,0,440800,1,1,0,1,COD,2021-08-03,Ar KN034 S,147668,Men Fashion
ODR8476909355z,C162721L,2022-09-02,P417575,439466,1,439466,0,439466,1,1,1,1,COD,2021-07-26,lamart LMZ053,364704,Home & Living
ODR4977561954n,C641048L,2022-02-18,P690503,439002,1,439002,0,439002,1,1,1,4,Pay axis,2022-02-15,Lacie 9000146,342896,Others
ODR6951767085t,C382334L,2021-09-16,P544948,438770,1,438770,0,438770,1,1,0,1,COD,2021-09-05,HOS m CPDOMM80,394864,Beauty & Grooming
ODR7708062538s,C847221L,2021-11-28,P596093,438770,1,438770,0,438770,1,1,1,1,COD,2021-11-13,AKL A131131287 FC 06,179916,Women Fashion
ODR8906343991x,C539674L,2021-10-17,P275179,437900,1,437900,0,437900,1,1,1,1,COD,2021-09-12,tmx wtch T28201,385352,Men Fashion
ODR3535642292t,C115129L,2021-10-11,P557021,435000,1,435000,0,435000,1,0,0,4,Pay axis,2021-11-15,phub Boss Bottled Night ,334950,Beauty & Grooming
ODR1153145615s,C191776L,2022-03-08,P573882,435000,1,435000,0,435000,1,1,1,1,COD,2022-02-27,Ifitness Mini Bike,382800,Health & Sports
ODR3567638183y,C374672L,2021-08-09,P511812,435000,1,435000,0,435000,1,1,0,1,COD,2021-07-17,Fidato Ankle High Boot 309 872 42,287100,Men Fashion
ODR9385609420l,C374672L,2021-09-20,P988211,435000,1,435000,0,435000,1,1,0,1,COD,2021-07-17,Fidato Ankle High Boot 309 872 41,287100,Men Fashion
ODR9189442273y,C374672L,2021-09-26,P266291,435000,1,435000,0,435000,1,1,0,1,COD,2021-07-17,Fidato Ankle High Boot 309 872 45,291450,Men Fashion
ODR2800570602x,C848074L,2022-01-07,P511812,435000,1,435000,0,435000,1,1,0,1,COD,2022-06-03,Fidato Ankle High Boot 309 872 42,287100,Men Fashion
ODR5573410886o,C374672L,2022-03-16,P928328,435000,1,435000,0,435000,1,1,0,1,COD,2021-07-17,Fidato Ankle High Boot 309 872 40,330600,Men Fashion
ODR2013641442x,C563862L,2022-07-14,P450890,435000,1,435000,0,435000,1,0,0,7,Easy Pay,2022-07-21,Corio C 101348   BROWN 45,378450,Men Fashion
ODR4374616320x,C996508L,2021-07-26,P792114,87000,5,435000,0,435000,1,1,0,1,COD,2021-07-10,Karak Honey 1 Kg,52490,Superstore
ODR7693023210w,C603530L,2021-10-31,P393350,435000,1,435000,0,435000,1,1,0,1,COD,2021-07-28,Artzy MM 02,369750,Women Fashion
ODR9745899630c,C139066L,2022-03-21,P383565,435000,1,435000,0,435000,1,1,1,1,COD,2022-03-25,GA PM 132 136186,374100,Women Fashion
ODR4025498839m,C150251L,2022-04-17,P194342,435000,1,435000,0,435000,1,1,1,1,COD,2022-04-05,GA PM 167 136202,304500,Women Fashion
ODR5458304924s,C305124L,2022-04-20,P546485,435000,1,435000,0,435000,1,1,1,1,COD,2022-04-14,GA PM 139 120534,442250,Women Fashion
ODR9282546563c,C347383L,2022-05-17,P546485,435000,1,435000,0,435000,1,1,0,1,COD,2022-03-11,GA PM 139 120534,442250,Women Fashion
ODR6920071928y,C309123L,2022-05-19,P773985,435000,1,435000,0,435000,1,0,0,1,COD,2022-02-11,GA PM 165 136201,356700,Women Fashion
ODR9038062638e,C869500L,2021-01-08,P732797,86942,5,434710,0,434710,1,0,0,12,Internet Banking,2021-08-11,shoppingmania Gold Rhinestone Heart Drop Necklace & Earrings,66932,Women Fashion
ODR2973964586d,C162721L,2021-08-23,P898726,434710,1,434710,0,434710,1,1,0,1,COD,2021-07-26,AKL GFKU2369 L,347768,Women Fashion
ODR5839553844a,C158331L,2022-01-07,P414864,434420,1,434420,0,434420,1,1,1,4,Pay axis,2022-07-16,GA FE 60 141235,338836,Women Fashion
ODR5419097364n,C687298L,2022-06-17,P704549,434420,1,434420,0,434420,1,1,1,1,COD,2022-06-09,GA FE 58 141233,291044,Women Fashion
ODR9635588949q,C248905L,2022-09-06,P533262,434420,1,434420,0,434420,1,1,0,3,Customer Credit,2022-06-05,Sapphire US0679,295394,Women Fashion
ODR9951722059p,C118563L,2022-10-06,P195130,434420,1,434420,0,434420,1,0,0,1,COD,2022-06-07,Sapphire US0678,334486,Women Fashion
ODR5408182784x,C877563L,2022-10-08,P996730,434420,1,434420,0,434420,1,0,0,1,COD,2022-08-24,GA EA 18 144980,317086,Women Fashion
ODR8336860327v,C877563L,2022-11-08,P996730,434420,1,434420,0,434420,1,1,1,1,COD,2022-08-24,GA EA 18 144980,317086,Women Fashion
ODR3793504804u,C332699L,2021-10-31,P760158,216920,2,433840,0,433840,1,0,0,4,Pay axis,2021-10-02,sinbo 7027,151844,Beauty & Grooming
ODR6981320722q,C465805L,2021-07-20,P978455,432854,1,432854,0,432854,1,1,0,1,COD,2021-07-15,Philips 6540,281300,Beauty & Grooming
ODR2391182905v,C605426L,2021-07-27,P978455,432854,1,432854,0,432854,1,1,0,1,COD,2021-07-11,Philips 6540,281300,Beauty & Grooming
ODR1559577514u,C978527L,2022-01-30,P933986,429200,1,429200,0,429200,1,0,0,4,Pay axis,2022-01-03,LC 3349668508587,321900,Beauty & Grooming
ODR6996750988b,C333379L,2022-03-17,P983938,429200,1,429200,0,429200,1,1,1,7,Easy Pay,2022-03-14,MORG GCS 13,257520,Health & Sports
ODR8114290934u,C561993L,2022-06-17,P983938,429200,1,429200,0,429200,1,0,0,7,Easy Pay,2022-05-10,MORG GCS 13,257520,Health & Sports
ODR5408083051i,C461801L,2022-06-25,P983938,429200,1,429200,0,429200,1,1,0,4,Pay axis,2022-04-08,MORG GCS 13,257520,Health & Sports
ODR1713379951h,C603530L,2021-04-08,P761917,429200,1,429200,0,429200,1,1,0,1,COD,2021-07-28,Turk & Fillmore longisland ice tea 40,291856,Men Fashion
ODR1546542821l,C985957L,2022-01-15,P841002,429200,1,429200,0,429200,1,0,0,1,COD,2022-01-13,timex T46681,477456,Men Fashion
ODR4714685213t,C890492L,2022-01-20,P841002,429200,1,429200,0,429200,1,1,1,1,COD,2022-01-25,timex T46681,477456,Men Fashion
ODR3378122506c,C269004L,2022-06-01,P841002,429200,1,429200,0,429200,1,1,0,1,COD,2022-01-22,timex T46681,477456,Men Fashion
ODR2563977058z,C763705L,2021-09-29,P518083,427518,1,427518,0,427518,1,1,1,1,COD,2021-09-17,interwood HF 12CR HW 11284,316332,Home & Living
ODR9382854521e,C869172L,2022-02-28,P458788,427170,1,427170,0,427170,1,1,0,1,COD,2022-01-20,Logitech Logitech Ipad Air Keyboard Cover Connector white,345970,Computing
ODR3054520060d,C770151L,2021-05-12,P164775,424560,1,424560,0,424560,1,0,0,4,Pay axis,2021-07-25,timex T49988,280198,Men Fashion
ODR2722541813h,C965864L,2022-01-06,P309716,423342,1,423342,0,423342,1,0,0,1,COD,2022-06-17,Tmall MM Sonex Cookware Set,240642,Home & Living
ODR1923496450w,C394803L,2021-08-10,P497435,26390,16,422240,0,422240,1,0,0,1,COD,2021-10-08,RS Chum Chum Tin,17400,Soghaat
ODR1383566289y,C404192L,2021-11-26,P357201,420500,1,420500,0,420500,1,1,1,1,COD,2021-07-06,Cosmo Wen Lavender,260710,Beauty & Grooming
ODR4633925975t,C751410L,2022-06-22,P673245,419630,1,419630,0,419630,1,1,0,1,COD,2022-06-04,timex T49991,318884,Men Fashion
ODR6892617702e,C784615L,2021-04-12,P954748,41876,10,418760,0,418760,1,0,0,4,Pay axis,2021-12-11,MDF 018 Ajwa Dates 250 gm,28072,Soghaat
ODR6161587775s,C857803L,2021-07-13,P386885,37990,11,417890,0,417890,1,0,0,8,UBL Credit Card,2021-07-15,HR Soan Papdi 500g,30392,Soghaat
ODR5370519349j,C988804L,2021-02-10,P996724,417600,1,417600,0,417600,1,1,1,1,COD,2021-10-12,HOS m GACM75,283968,Beauty & Grooming
ODR8316541092v,C437156L,2021-08-08,P607215,417600,1,417600,0,417600,1,1,0,1,COD,2021-08-22,Lunarl 500,325728,Computing
ODR2630253942b,C216058L,2022-07-28,P846918,139200,3,417600,0,417600,1,0,0,1,COD,2022-07-24,vitamin moments gold delay condom,112752,Health & Sports
ODR6802224892w,C729816L,2021-08-13,P664665,139200,3,417600,0,417600,1,1,0,1,COD,2021-07-21,Dawlance MD 10 + DWB 600,410176,Others
ODR7941465123v,C816287L,2022-02-05,P423958,208800,2,417600,0,417600,1,0,0,1,COD,2022-05-18,GA C 468 120505,140244,Women Fashion
ODR4657488380y,C512943L,2022-04-16,P859391,139200,3,417600,0,417600,1,1,1,1,COD,2021-09-01,AKL A131138790 SS 122 17,104400,Women Fashion
ODR3192885816x,C636068L,2022-01-23,P573715,417542,1,417542,0,417542,1,1,1,1,COD,2022-01-26,tmx wtch T2N533,407102,Women Fashion
ODR4111691801w,C274315L,2021-05-10,P666317,417310,1,417310,0,417310,1,0,0,4,Pay axis,2021-09-13,SNU  op16l 155A,271208,Women Fashion
ODR2217903438e,C864410L,2022-06-03,P319315,417020,1,417020,0,417020,1,0,0,4,Pay axis,2021-11-15,head 273406 UK 10,346086,Men Fashion
ODR4967932874u,C864410L,2022-07-27,P877240,417020,1,417020,0,417020,1,1,0,7,Easy Pay,2021-11-15,head 273406 UK 11,283562,Men Fashion
ODR7299380062d,C316209L,2022-06-29,P402840,415280,1,415280,0,415280,1,1,0,3,Customer Credit,2022-05-26,Timex TW2P61600,394342,Men Fashion
ODR3284665009k,C425987L,2021-07-16,P504425,414700,1,414700,0,414700,1,1,0,1,COD,2021-07-19,casio MTP E303L 7AVDF,356642,Men Fashion
ODR4278280889o,C453519L,2022-02-05,P629836,413540,1,413540,0,413540,1,1,1,1,COD,2022-05-01,plk DWI/ 941 344 76,248124,School & Education
ODR4081374234f,C213587L,2022-05-17,P629836,413540,1,413540,0,413540,1,1,0,1,COD,2022-05-28,plk DWI/ 941 344 76,248124,School & Education
ODR5002798500y,C492850L,2021-08-10,P415104,206596,2,413192,0,413192,1,1,1,4,Pay axis,2021-07-09,MEGUIAR X1030EU,161124,Others
ODR9588677269c,C350869L,2022-07-21,P173440,412496,1,412496,0,412496,1,0,0,1,COD,2022-07-04,JBS hcd HON 020,328106,Home & Living
ODR3578131965b,C266788L,2022-06-20,P632123,411800,1,411800,0,411800,1,1,1,4,Pay axis,2022-06-06,SFEVER GU378HB18MA4KNAFAMZ,345912,Beauty & Grooming
ODR5092892781r,C393272L,2022-07-03,P645340,411800,1,411800,0,411800,1,0,0,4,Pay axis,2022-03-02,BParcel Q7S WITH Webcam 2G+8G BLACK,333558,Computing
ODR2052932491a,C571352L,2022-12-03,P631722,409422,1,409422,0,409422,1,1,1,1,COD,2022-03-12,ST M8820 73,315230,Appliances
ODR8624303928d,C790783L,2022-05-24,P133080,407160,1,407160,0,407160,1,1,1,1,COD,2021-09-21,Herbo Natural 30,293132,Health & Sports
ODR9295329783f,C713425L,2022-07-05,P788145,406000,1,406000,0,406000,1,0,0,1,COD,2021-09-21,BParcel Q7 2G+8G BLACK,304500,Entertainment
ODR3430855209h,C374672L,2021-07-10,P673855,406000,1,406000,0,406000,1,1,0,1,COD,2021-07-17,Fidato 537 904 W 45,332920,Men Fashion
ODR1471175330o,C868378L,2021-08-16,P898417,406000,1,406000,0,406000,1,0,0,9,My Gateway,2021-08-18,corio c101223 45,353220,Men Fashion
ODR7565116662f,C374672L,2021-08-25,P886999,406000,1,406000,0,406000,1,1,0,1,COD,2021-07-17,Fidato 537 904 W brown 41,276080,Men Fashion
ODR2968474923o,C182629L,2021-12-14,P837603,406000,1,406000,0,406000,1,1,1,1,COD,2021-07-24,Q&Q DE02J502Y,276080,Men Fashion
ODR1605333682k,C374672L,2021-12-30,P128276,406000,1,406000,0,406000,1,1,0,1,COD,2021-07-17,Fidato 537 904 W 40,324800,Men Fashion
ODR8971262001k,C910877L,2022-01-17,P730840,406000,1,406000,0,406000,1,0,0,1,COD,2022-01-19,Fidato 549 872 B 40,267960,Men Fashion
ODR2266317422p,C412936L,2022-04-18,P964141,406000,1,406000,0,406000,1,0,0,1,COD,2021-07-16,corio C 101150 45,308560,Others
ODR6904035318k,C996508L,2021-07-27,P840720,81200,5,406000,0,406000,1,1,0,1,COD,2021-07-10,Karak Honey 1 Kg discounted,71456,Soghaat
ODR3192122891p,C126672L,2021-01-12,P775971,406000,1,406000,0,406000,1,0,0,1,COD,2021-12-18,naushemian #0037 M,292320,Women Fashion
ODR4748220082x,C741634L,2022-04-27,P295127,203000,2,406000,0,406000,1,1,1,1,COD,2021-07-09,GA CL 230 B 136065,178640,Women Fashion
ODR9796365084d,C892699L,2022-12-01,P226235,406000,1,406000,0,406000,1,1,1,1,COD,2021-12-10,palwasha SKU011,251720,Women Fashion
ODR5935374871t,C195614L,2022-07-31,P660943,202942,2,405884,0,405884,1,1,0,1,COD,2022-07-18,Telemall MM PC 0008,152192,Health & Sports
ODR5802459365i,C189483L,2021-09-22,P333128,405710,1,405710,0,405710,1,1,0,1,COD,2021-07-22,unze GS5632  Brown 6,263668,Men Fashion
ODR4186864844u,C528351L,2022-06-18,P478155,405420,1,405420,0,405420,1,0,0,1,COD,2022-06-09,Dermalogica 666151001909,332398,Beauty & Grooming
ODR4699160818x,C668516L,2022-06-21,P348769,405420,1,405420,0,405420,1,1,1,1,COD,2022-06-11,GA FE 68 141243,255374,Women Fashion
ODR3366996167c,C781213L,2022-08-05,P962651,405420,1,405420,0,405420,1,1,0,1,COD,2021-08-23,AKL A132138255 GFSU1344 M,243252,Women Fashion
ODR5157070723k,C945606L,2021-12-28,P870886,405130,1,405130,0,405130,1,1,0,1,COD,2021-12-14,b&d Vacuum Cleaner VM1430,332862,Appliances
ODR5867571533v,C245316L,2022-05-27,P121144,202420,2,404840,0,404840,1,1,0,1,COD,2022-05-16,GA GT 01 141173,178118,Women Fashion
ODR3616191030p,C960526L,2021-05-09,P657864,403100,1,403100,0,403100,1,1,1,3,Customer Credit,2021-09-24,hijabh 0121 C 752 (1) 56,245862,Women Fashion
ODR4299217054h,C545786L,2022-01-04,P215611,403100,1,403100,0,403100,1,0,0,1,COD,2022-04-11,sanasafinaz SS 2B,342606,Women Fashion
ODR5258945639u,C298406L,2022-01-14,P504571,403100,1,403100,0,403100,1,1,1,1,COD,2021-08-21,hijabh 0120 P 827 54,266046,Women Fashion
ODR3372377561w,C874790L,2022-03-16,P527104,403100,1,403100,0,403100,1,0,0,7,Easy Pay,2022-02-10,sanasafinaz SS 1A,310358,Women Fashion
ODR2365956861y,C271561L,2022-03-22,P633207,403100,1,403100,0,403100,1,0,0,7,Easy Pay,2022-03-06,SanaSafinaz SS 6A,298294,Women Fashion
ODR8834882481v,C685247L,2022-03-23,P633207,403100,1,403100,0,403100,1,0,0,1,COD,2022-03-17,SanaSafinaz SS 6A,298294,Women Fashion
ODR1631307151n,C699837L,2022-03-26,P140542,403100,1,403100,0,403100,1,1,1,1,COD,2022-01-27,SanaSafinaz SS 2A,342606,Women Fashion
ODR2739452780a,C318908L,2022-04-21,P527104,403100,1,403100,0,403100,1,0,0,1,COD,2022-04-04,sanasafinaz SS 1A,310358,Women Fashion
ODR7946942922o,C360321L,2022-04-23,P140542,403100,1,403100,0,403100,1,1,1,1,COD,2022-03-22,SanaSafinaz SS 2A,342606,Women Fashion
ODR7262799637a,C754495L,2022-04-30,P633207,403100,1,403100,0,403100,1,0,0,1,COD,2021-07-11,SanaSafinaz SS 6A,298294,Women Fashion
ODR9955971177q,C370534L,2022-05-13,P787667,403100,1,403100,0,403100,1,1,1,1,COD,2022-05-22,sanasafinaz SS 5B,306356,Women Fashion
ODR4311531716z,C378820L,2022-05-16,P633207,403100,1,403100,0,403100,1,0,0,4,Pay axis,2022-05-12,SanaSafinaz SS 6A,298294,Women Fashion
ODR1430981890i,C116160L,2022-10-05,P650191,403100,1,403100,0,403100,1,0,0,1,COD,2022-05-05,sanasafinaz SS 3A,290232,Women Fashion
ODR6790574594t,C956206L,2022-11-04,P891517,403100,1,403100,0,403100,1,0,0,7,Easy Pay,2022-04-15,sanasafinaz SS 1B,334544,Women Fashion
ODR3407173585y,C213152L,2022-11-05,P140542,403100,1,403100,0,403100,1,1,0,3,Customer Credit,2022-03-23,SanaSafinaz SS 2A,342606,Women Fashion
ODR9989082613a,C864846L,2022-12-05,P650191,403100,1,403100,0,403100,1,1,0,1,COD,2021-11-08,sanasafinaz SS 3A,290232,Women Fashion
ODR2604470987j,C881371L,2022-12-07,P633207,403100,1,403100,0,403100,1,0,0,7,Easy Pay,2022-07-12,SanaSafinaz SS 6A,298294,Women Fashion
ODR9539666339n,C149387L,2021-02-07,P707435,400200,1,400200,0,400200,1,1,1,1,COD,2021-07-21,nabila Nchant FOR Olive,277530,Beauty & Grooming
ODR5741030587k,C248469L,2021-02-08,P236646,400200,1,400200,0,400200,1,1,0,1,COD,2021-07-20,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR1475230603o,C604951L,2021-02-09,P202781,400200,1,400200,0,400200,1,1,0,1,COD,2021-09-19,nabila NGELIC FOR IVORY,288144,Beauty & Grooming
ODR8694679003i,C545162L,2021-03-07,P470236,400200,1,400200,0,400200,1,1,0,1,COD,2021-07-19,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR1819120804d,C425949L,2021-03-08,P470236,400200,1,400200,0,400200,1,1,1,1,COD,2021-08-08,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR9669707464n,C592986L,2021-03-10,P703287,400200,1,400200,0,400200,1,1,1,1,COD,2021-10-04,nabila Nlight FOR creamy,292146,Beauty & Grooming
ODR7871599685b,C985407L,2021-03-12,P236646,400200,1,400200,0,400200,1,1,1,1,COD,2021-12-12,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR6882237180p,C191651L,2021-04-07,P202781,400200,1,400200,0,400200,1,1,1,1,COD,2021-07-13,nabila NGELIC FOR IVORY,288144,Beauty & Grooming
ODR2698140325j,C487379L,2021-04-10,P236646,400200,1,400200,0,400200,1,1,1,1,COD,2021-10-25,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR6508660341n,C200501L,2021-05-08,P236646,400200,1,400200,0,400200,1,1,1,1,COD,2021-08-14,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR5946769432g,C553033L,2021-06-08,P236646,400200,1,400200,0,400200,1,0,0,1,COD,2021-08-23,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR2343268072i,C221507L,2021-06-09,P470236,400200,1,400200,0,400200,1,0,0,9,My Gateway,2021-09-17,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR1432592547x,C247915L,2021-06-10,P236646,400200,1,400200,0,400200,1,1,1,1,COD,2021-10-25,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR7744681821a,C307212L,2021-07-08,P236646,400200,1,400200,0,400200,1,1,0,1,COD,2021-08-10,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR5775169844f,C580970L,2021-07-09,P236646,400200,1,400200,0,400200,1,1,1,1,COD,2021-09-21,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR3926386132f,C576765L,2021-07-10,P470236,400200,1,400200,0,400200,1,1,1,1,COD,2021-10-22,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR9676420233p,C198663L,2021-07-21,P470236,400200,1,400200,0,400200,1,0,0,9,My Gateway,2021-07-04,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR8521417304z,C333086L,2021-07-23,P470236,400200,1,400200,0,400200,1,1,1,1,COD,2021-07-23,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR6802502073l,C814447L,2021-07-24,P202781,400200,1,400200,0,400200,1,1,1,1,COD,2021-07-09,nabila NGELIC FOR IVORY,288144,Beauty & Grooming
ODR9995077663x,C351295L,2021-07-25,P136796,400200,1,400200,0,400200,1,1,1,1,COD,2021-07-04,nabila NTICE FOR Almond,161820,Beauty & Grooming
ODR1182920461i,C405771L,2021-07-30,P470236,400200,1,400200,0,400200,1,1,1,1,COD,2021-07-06,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR4581460838j,C248469L,2021-07-31,P202781,400200,1,400200,0,400200,1,0,0,1,COD,2021-07-20,nabila NGELIC FOR IVORY,288144,Beauty & Grooming
ODR8438937164x,C236335L,2021-08-09,P236646,400200,1,400200,0,400200,1,1,1,1,COD,2021-09-12,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
ODR6234827809l,C505925L,2021-08-12,P470236,400200,1,400200,0,400200,1,1,0,1,COD,2021-12-22,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR6365240158x,C713207L,2021-08-14,P707435,400200,1,400200,0,400200,1,0,0,1,COD,2021-08-27,nabila Nchant FOR Olive,277530,Beauty & Grooming
ODR6278477150i,C118068L,2021-08-18,P202781,400200,1,400200,0,400200,1,0,0,9,My Gateway,2021-08-09,nabila NGELIC FOR IVORY,288144,Beauty & Grooming
ODR2227559266n,C166448L,2021-08-21,P470236,400200,1,400200,0,400200,1,1,1,1,COD,2021-08-05,nabila Ngage FOR Honey,272136,Beauty & Grooming
ODR9976240876s,C239306L,2021-08-22,P202781,400200,1,400200,0,400200,1,1,1,1,COD,2021-07-21,nabila NGELIC FOR IVORY,288144,Beauty & Grooming
ODR7510211540m,C230401L,2021-08-30,P707435,400200,1,400200,0,400200,1,1,1,1,COD,2021-08-22,nabila Nchant FOR Olive,277530,Beauty & Grooming
ODR5975275466a,C673861L,2021-09-08,P236646,400200,1,400200,0,400200,1,1,0,1,COD,2021-08-01,Nvite for Fair Skin No Makeup Face Perfecting Palette,256128,Beauty & Grooming
